# laser: Santec TSL-550 (HW-triggered continuous sweep)
# sweep: 1545.0000 -> 1555.0000 nm, speed 50.00 nm/s, power 1.000 mW
wavelength_nm,coredaq_ch1_W,coredaq_ch2_W,coredaq_ch3_W,coredaq_ch4_W
1545.1680,-2.300000000e-10,-2.500000000e-10,-9.000000000e-11,3.278000000e-08
1545.1690,-2.300000000e-10,-2.200000000e-10,-8.000000000e-11,3.305000000e-08
1545.1700,-2.300000000e-10,-2.200000000e-10,-9.000000000e-11,3.342000000e-08
1545.1710,-2.300000000e-10,-2.300000000e-10,-9.000000000e-11,3.370000000e-08
1545.1720,-2.300000000e-10,-2.300000000e-10,-1.100000000e-10,3.400000000e-08
1545.1730,-2.100000000e-10,-2.200000000e-10,-1.200000000e-10,3.428000000e-08
1545.1740,-2.000000000e-10,-2.300000000e-10,-9.000000000e-11,3.462000000e-08
1545.1750,-2.300000000e-10,-2.300000000e-10,-9.000000000e-11,3.493000000e-08
1545.1760,-2.100000000e-10,-2.300000000e-10,-1.200000000e-10,3.523000000e-08
1545.1770,-2.000000000e-10,-2.300000000e-10,-1.100000000e-10,3.553000000e-08
1545.1780,-1.800000000e-10,-2.300000000e-10,-9.000000000e-11,3.586000000e-08
1545.1790,-2.000000000e-10,-2.300000000e-10,-1.100000000e-10,3.618000000e-08
1545.1800,-2.400000000e-10,-2.300000000e-10,-9.000000000e-11,3.651000000e-08
1545.1810,-2.100000000e-10,-2.300000000e-10,-1.100000000e-10,3.684000000e-08
1545.1820,-2.100000000e-10,-2.200000000e-10,-8.000000000e-11,3.716000000e-08
1545.1830,-2.100000000e-10,-2.300000000e-10,-1.100000000e-10,3.743000000e-08
1545.1840,-2.100000000e-10,-2.200000000e-10,-9.000000000e-11,3.777000000e-08
1545.1850,-2.100000000e-10,-2.200000000e-10,-9.000000000e-11,3.809000000e-08
1545.1860,-2.000000000e-10,-2.200000000e-10,-9.000000000e-11,3.841000000e-08
1545.1870,-2.300000000e-10,-2.300000000e-10,-1.100000000e-10,3.872000000e-08
1545.1880,-2.300000000e-10,-2.300000000e-10,-9.000000000e-11,3.904000000e-08
1545.1890,-2.100000000e-10,-2.300000000e-10,-1.100000000e-10,3.938000000e-08
1545.1900,-2.100000000e-10,-2.200000000e-10,-9.000000000e-11,3.969000000e-08
1545.1910,-2.300000000e-10,-2.200000000e-10,-9.000000000e-11,3.999000000e-08
1545.1920,-2.100000000e-10,-2.300000000e-10,-1.100000000e-10,4.027000000e-08
1545.1930,-2.000000000e-10,-2.200000000e-10,-1.100000000e-10,4.058000000e-08
1545.1940,-2.300000000e-10,-2.300000000e-10,-9.000000000e-11,4.089000000e-08
